station_european_code;station_local_code;country_iso_code;country_name;station_name;station_start_date;station_end_date;type_of_station;station_ozone_classification;station_type_of_area;station_subcat_rural_back;street_type;station_longitude_deg;station_latitude_deg;station_altitude;station_city;lau_level1_code;lau_level2_code;lau_level2_name;EMEP_station
AT80710;80710;AT;AUSTRIA;Lustenau Zollamt;15/05/2003;;Traffic;;suburban;;Wide street: L/H > 1.5;9.649458;47.432503;410;LUSTENAU;;80303;Lustenau;no
AT10007;10007;AT;AUSTRIA;Mannersdorf an der Rabnitz;01/05/2011;;Background;;rural;remote;;16.530000;47.430000;240;MANNERSDORF AN DER RABNITZ;;;;no
AT32702;32702;AT;AUSTRIA;Mannswörth A4;01/08/1989;;Traffic;suburban;suburban;;Highway: average speed vehicles > 80 km/h;16.511667;48.150833;159;SCHWECHAT;;;;no
AT32792;32792;AT;AUSTRIA;Mannswörth Freizeitgelände;14/04/2002;11/10/2006;Industrial;;suburban;;;16.523611;48.145557;155;SCHWECHAT;;;;no
AT60156;6156;AT;AUSTRIA;Masenberg;01/10/1989;;Background;rural background;rural;remote;;15.881958;47.348053;1137;;;60723;Pöllauberg;no
AT31301;31301;AT;AUSTRIA;Mistelbach;04/01/1988;;Background;suburban;suburban;near city;;16.580570;48.578609;250;MISTELBACH;;31633;Mistelbach;no
AT31401;31401;AT;AUSTRIA;Mödling;01/09/1985;;Background;suburban;suburban;;Unknown;16.302244;48.086109;210;MÖDLING;;31717;Mödling;no
AT60194;6194;AT;AUSTRIA;Mürzzuschlag Roseggerpark;13/10/2004;;Background;suburban;suburban;;Canyon street: L/H < 1.5;15.673061;47.604721;679;MÜRZZUSCHLAG;;61311;Mürzzuschlag;no
AT31905;31905;AT;AUSTRIA;Neusiedl im Tullnerfeld;01/01/1983;;Background;;rural;near city;Unknown;15.966666;48.322220;182;;;32119;Langenrohr;no
AT60193;6193;AT;AUSTRIA;Niklasdorf;14/10/2002;;Industrial;;suburban;near city;Unknown;15.146955;47.396114;510;NIKLASDORF;;61110;Niklasdorf;no
AT2SP20;02SP20;AT;AUSTRIA;Oberdrauburg Bundesstraße;01/01/1992;;Traffic;rural;rural;;Wide street: L/H > 1.5;12.972783;46.748055;612;OBERDRAUBURG;;20625;Oberdrauburg;no
AT10002;10002;AT;AUSTRIA;Oberschützen;22/10/2008;;Background;rural;rural;regional;Canyon street: L/H < 1.5;16.193064;47.304167;330;;;;;no
AT2SP10;02SP10;AT;AUSTRIA;Obervellach Schulzentrum;01/08/1991;;Background;rural;rural;regional;Unknown;13.195567;46.935558;686;;;20627;Obervellach;no
AT11002;11002;AT;AUSTRIA;Oberwart;01/07/1993;20/10/2008;Background;;rural;regional;;16.193054;47.304165;330;;;;;no
AT31502;31502;AT;AUSTRIA;Payerbach;01/06/1993;;Background;rural;rural;regional;;15.854726;47.670002;890;;;31821;Payerbach;no
AT60183;6183;AT;AUSTRIA;Peggau;01/05/1993;;Industrial;;rural;;Unknown;15.346955;47.205833;410;;;60632;Peggau;no
AT60105;6105;AT;AUSTRIA;Piber;01/08/1983;03/05/2006;Background;;rural;regional;Unknown;15.078889;47.081665;585;PIBER;;;;no
AT0PIL1;10PIL1;AT;AUSTRIA;Pillersdorf bei Retz;01/02/1992;;Background;rural background;rural;remote;;15.942230;48.721111;315;;;31052;Zellerndorf;no
AT30065;30065;AT;AUSTRIA;Purkersdorf;01/01/2003;;Background;suburban;suburban;;Unknown;16.175564;48.207222;248;PURKERSDORF;;32416;Purkersdorf;no
AT31204;31204;AT;AUSTRIA;Pöchlarn;01/05/1999;;Background;rural;rural;regional;Unknown;15.207228;48.213055;216;PÖCHLARN;;31533;Pöchlarn;no
AT60127;6127;AT;AUSTRIA;Pöls Ost;01/11/1985;31/07/2010;Background;;rural;regional;Unknown;14.601683;47.218889;795;;;;;no
AT60186;6186;AT;AUSTRIA;Reiterberg;12/12/1995;31/07/2010;Industrial;rural;rural;;Unknown;14.638894;47.223611;935;;;;;no
AT60150;6150;AT;AUSTRIA;Rennfeld;01/11/1989;;Background;rural background;rural;remote;;15.360842;47.405003;1620;;;;;no
AT2AUT1;02AUT1;AT;AUSTRIA;Rennweg A10;21/12/2000;;Traffic;rural;rural;;Highway: average speed vehicles > 80 km/h;13.603889;47.026943;1160;RENNWEG;;;;no
AT0ZIL1;10ZIL1;AT;AUSTRIA;Ried im Zillertal;08/08/2008;;Background;;rural;regional;;11.863890;47.306667;555;;;70923;Ried im Zillertal;no
AT51200;51200;AT;AUSTRIA;Salzburg Lehen Martinstraße;28/06/2001;;Background;urban;urban;;Canyon street: L/H < 1.5;13.030010;47.818050;455;SALZBURG;;;;no
AT51299;51299;AT;AUSTRIA;Salzburg Lehen Revierstraße;01/10/1986;27/06/2001;Background;;urban;;;13.031388;47.816387;420;SALZBURG;;;;no
AT51066;51066;AT;AUSTRIA;Salzburg Mirabellplatz;01/12/1993;;Traffic;urban;urban;;Wide street: L/H > 1.5;13.046123;47.806110;430;SALZBURG;;50101;Salzburg;no
AT51000;51000;AT;AUSTRIA;Salzburg Rudolfsplatz;01/11/1981;;Traffic;;urban;;Wide street: L/H > 1.5;13.053614;47.797501;425;SALZBURG;;50101;Salzburg;no
AT32701;32701;AT;AUSTRIA;Schwechat Sportplatz;01/09/1985;;Background;suburban;suburban;;Unknown;16.474451;48.145000;155;SCHWECHAT;;32419;Schwechat;no
AT4S420;04S420;AT;AUSTRIA;Schöneben;01/01/1984;;Background;rural;rural;regional;Wide street: L/H > 1.5;13.952244;48.712502;920;;;41342;Ulrichsberg;no
AT2F101;02F101;AT;AUSTRIA;Soboth Forsthaus;29/11/1995;30/06/2010;Background;rural background;rural;regional;;15.046123;46.675556;1080;;;;;no
AT0SON1;10SON1;AT;AUSTRIA;Sonnblick;01/09/1986;;Background;rural;rural;remote;;12.958342;47.054443;3106;;;50617;Rauris;no
AT2SP18;02SP18;AT;AUSTRIA;Spittal a.d.Drau Oktoberstrasse;01/08/1991;;Background;suburban;suburban;;Unknown;13.495567;46.801666;560;SPITTAL AN DER DRAU;;20635;Spittal an der Drau;no
AT2WO25;02WO25;AT;AUSTRIA;St. Andrä im Lavanttal Volksschule;15/10/1990;;Industrial;;urban;;Canyon street: L/H < 1.5;14.822227;46.763889;430;SANKT ANDRÄ IM LAVANTTAL;;20913;St. Andrä;no
AT2WO35;02WO35;AT;AUSTRIA;St. Georgen im Lavanttal - Herzogberg;10/09/1990;;Background;rural;rural;regional;;14.891953;46.708057;540;;;20914;St. Georgen im Lavanttal;no
AT54057;54057;AT;AUSTRIA;St. Johann im Pongau;01/05/1991;;Background;suburban;suburban;;Unknown;13.205839;47.348888;620;ST. JOHANN I.P.;;50418;Sankt Johann im Pongau;no
AT52055;52055;AT;AUSTRIA;St. Koloman Kleinhorn;06/01/1990;;Background;rural;rural;regional;;13.233334;47.650558;1005;;;50211;Sankt Koloman;yes
AT32302;32302;AT;AUSTRIA;St. Pölten - Europaplatz;01/01/2003;;Traffic;;urban;;Wide street: L/H > 1.5;15.611122;48.209999;271;SANKT POELTEN;;30201;St. Pölten;no
AT32301;32301;AT;AUSTRIA;St. Pölten - Eybnerstraße;11/01/1984;;Background;suburban;suburban;;Unknown;15.631680;48.211391;270;SANKT POELTEN;;30201;St. Pölten;no
AT32391;32391;AT;AUSTRIA;St. Pölten Landhaus;01/01/1985;21/09/1992;Industrial;;suburban;;;15.633056;48.201389;265;SANKT PÖLTEN;;;;no
AT0SIG1;10SIG1;AT;AUSTRIA;St. Sigmund im Sellrain;05/10/1999;22/10/2008;Background;rural background;rural;remote;;11.099736;47.189167;1666;;;;;no
AT30104;30104;AT;AUSTRIA;St. Valentin A1;10/01/2006;;Traffic;rural;rural;regional;;14.545568;48.180000;295;ST. VALENTIN;;30531;St. Valentin;no
AT30102;30102;AT;AUSTRIA;St. Valentin Stein;01/10/1986;31/12/2005;Background;rural;rural;remote;Unknown;14.562789;48.226665;242;;;;;no
AT2SV24;02SV24;AT;AUSTRIA;St. Veit a.d.Glan Hauptbahnhof;10/03/2008;;Background;;urban;;Wide street: L/H > 1.5;14.365833;46.770279;480;SANKT VEIT AN DER GLAN;;20527;St. Veit an der Glan;no
AT2SV14;02SV14;AT;AUSTRIA;St. Veit a.d.Glan Oktoberplatz;21/01/1991;10/03/2008;Traffic;;urban;;Wide street: L/H > 1.5;14.355003;46.765835;475;SANKT VEIT AN DER GLAN;;;;no
AT4S409;04S409;AT;AUSTRIA;Steyr;01/07/1978;;Background;urban;suburban;;Wide street: L/H > 1.5;14.440561;48.050831;307;STEYR;;40201;Steyr;no
AT4S173;04S173;AT;AUSTRIA;Steyregg Au;02/05/2006;;Industrial;;suburban;;;14.365848;48.278889;250;STEYREGG;;41624;Steyregg;no
AT4S197;04S197;AT;AUSTRIA;Steyregg Plesching;01/10/2009;31/12/2010;Industrial;;suburban;;;14.339444;48.319721;258;STEYREGG;;;;no
AT4S417;04S417;AT;AUSTRIA;Steyregg Weih;01/03/1982;31/12/2008;Industrial;suburban;suburban;;Wide street: L/H > 1.5;14.352778;48.290276;335;LINZ;;;;no
AT4S198;04S198;AT;AUSTRIA;Steyregg Windegg;02/10/2009;31/12/2010;Industrial;;suburban;;;14.344999;48.293056;255;STEYREGG;;;;no
AT30302;30302;AT;AUSTRIA;Stixneusiedl;01/04/1989;;Background;rural;rural;near city;Unknown;16.676674;48.050831;210;;;30726;Trautmannsdorf an der Leitha;no
AT30992;30992;AT;AUSTRIA;Stockerau Schulweg;01/09/1985;14/10/2005;Background;;suburban;;;16.212223;48.388889;170;STOCKERAU;;;;no
AT30902;30902;AT;AUSTRIA;Stockerau West;15/10/2005;;Traffic;suburban;suburban;;Highway: average speed vehicles > 80 km/h;16.214460;48.388330;186;STOCKERAU;;;;no
AT0STO1;10STO1;AT;AUSTRIA;Stolzalpe bei Murau;01/11/1991;23/04/2006;Background;rural background;rural;remote;;14.203892;47.129166;1302;;;;;no
AT60135;6135;AT;AUSTRIA;Straßengel Kirche;01/01/1978;;Industrial;;rural;;Unknown;15.340005;47.112499;454;;;60622;Judendorf-Straßengel;no
AT31904;31904;AT;AUSTRIA;Streithofen im Tullnerfeld;01/01/1983;;Background;rural;rural;;Unknown;15.936114;48.276665;220;;;32120;Michelhausen;no
AT80503;80503;AT;AUSTRIA;Sulzberg im Bregenzerwald;01/05/1989;;Background;rural;rural;remote;Unknown;9.926675;47.529167;1020;;;80238;Sulzberg;no
AT55032;55032;AT;AUSTRIA;Tamsweg - Untere Postgasse;01/05/1994;;Background;suburban;suburban;;Unknown;13.806951;47.125832;1025;TAMSWEG;;50510;Tamsweg;no
AT55016;5016;AT;AUSTRIA;Tamsweg Bezirkshauptmannschaft;01/05/1993;31/12/2000;Background;;suburban;;Unknown;13.813903;47.127777;1040;TAMSWEG;;50510;Tamsweg;no
AT4S199;04S199;AT;AUSTRIA;Ternberg;30/10/2009;02/05/2011;Background;;rural;regional;;14.361667;47.943890;340;TERNBERG;;;;no
AT31501;31501;AT;AUSTRIA;Ternitz;01/08/1986;01/10/2011;Background;urban;urban;;Unknown;16.044456;47.716667;380;TERNITZ;;;;no
AT31703;31703;AT;AUSTRIA;Traismauer;01/01/1983;;Background;;rural;regional;Unknown;15.746956;48.353333;190;TRAISMAIER;;31943;Traismauer;no
AT31903;31903;AT;AUSTRIA;Trasdorf im Tullnerfeld;01/01/1983;;Background;;rural;regional;Unknown;15.859731;48.331665;192;;;32104;Atzenbrugg;no
AT4S404;04S404;AT;AUSTRIA;Traun;01/02/1977;;Background;suburban;suburban;;Wide street: L/H > 1.5;14.238894;48.225277;274;LINZ;;41021;Traun;no
AT2TREI;02TREI;AT;AUSTRIA;Treibach;01/01/2007;;Industrial;;rural;;;14.458342;46.863331;605;ALTHOFEN;;;;no
AT31906;31906;AT;AUSTRIA;Tulbinger Kogel;01/01/1983;;Background;;rural;near city;Unknown;16.148624;48.282223;495;;;32134;Tulbing;no
AT31901;31901;AT;AUSTRIA;Tulln Leopoldgasse;28/06/2007;;Background;urban;suburban;;Unknown;16.059450;48.331390;290;TULLN;;;;no
AT31991;31991;AT;AUSTRIA;Tulln Wilhelmstraße;01/01/1983;27/06/2007;Industrial;;urban;;Unknown;16.057222;48.329998;190;TULLN;;;;no
AT2VI12;02VI12;AT;AUSTRIA;Villach Tirolerbrücke;01/09/1990;;Traffic;urban;urban;;Wide street: L/H > 1.5;13.841116;46.611111;490;VILLACH;;20201;Villach;no
AT60103;6103;AT;AUSTRIA;Voitsberg Freibad;01/01/1973;28/02/1999;Background;;urban;;Unknown;15.150000;47.049721;390;VOITSBERG;;61625;Voitsberg;no
AT60104;6104;AT;AUSTRIA;Voitsberg Krems;01/02/1983;25/05/2006;Background;;suburban;;Canyon street: L/H < 1.5;15.165569;47.038887;380;VOITSBERG;;;;no
AT60107;6107;AT;AUSTRIA;Voitsberg Mühlgasse;01/03/1999;;Background;suburban;suburban;;Wide street: L/H > 1.5;15.150000;47.044998;390;VOITSBERG;;61625;Voitsberg;no
AT72821;72821;AT;AUSTRIA;Vomp A12 Inntalautobahn;01/05/1997;;Traffic;;suburban;;Highway: average speed vehicles > 80 km/h;11.693064;47.349167;550;SCHWAZ;;70936;Vomp;no
AT72822;72822;AT;AUSTRIA;Vomp an der Leiten;01/04/2000;;Traffic;;rural;;Highway: average speed vehicles > 80 km/h;11.691675;47.346943;545;;;70936;Vomp;no
AT0VOR1;10VOR1;AT;AUSTRIA;Vorhegg bei Kötschach-Mauthen;04/12/1990;;Background;rural background;rural;remote;;12.971947;46.679722;1020;;;20307;Kötschach-Mauthen;yes
AT4S407;04S407;AT;AUSTRIA;Vöcklabruck;01/07/1978;;Background;;suburban;;Wide street: L/H > 1.5;13.668070;48.001110;420;VÖCKLABRUCK;;41746;Vöcklabruck;no
AT2VK16;VK16;AT;AUSTRIA;Völkermarkt Umfahrungsstraße;07/05/1991;31/12/2000;Traffic;;rural;;Wide street: L/H > 1.5;14.633070;46.663891;460;VÖLKERMARKT;;20817;Völkermarkt;no
AT31402;31402;AT;AUSTRIA;Vösendorf;01/06/1991;;Traffic;;suburban;;Highway: average speed vehicles > 80 km/h;16.331682;48.125000;194;VÖSENDORF;;31723;Vösendorf;no
AT32603;32603;AT;AUSTRIA;Waidhofen an der Ybbs;01/12/1998;30/04/2009;Background;suburban;suburban;;Unknown;14.787226;47.961391;460;WAIDHOFEN AN DER YBBS;;;;no
AT82801;82801;AT;AUSTRIA;Wald am Arlberg;01/05/1991;;Traffic;rural;rural;;Highway: average speed vehicles > 80 km/h;10.046956;47.127777;940;DALAAS;;80108;Dalaas;no
AT4S166;04S166;AT;AUSTRIA;Weibern A8;01/01/2003;31/12/2004;Traffic;;rural;;Highway: average speed vehicles > 80 km/h;13.683614;48.178890;450;;;40833;Weibern;no
AT60181;6181;AT;AUSTRIA;Weiz;01/11/1992;;Traffic;suburban;suburban;;Unknown;15.625286;47.221111;468;WEIZ;;61755;Weiz;no
AT4S406;04S406;AT;AUSTRIA;Wels Linzerstraße;02/01/1977;;Background;;urban;;Wide street: L/H > 1.5;14.035578;48.165001;316;WELS;;40301;Wels;no
AT90AKA;AKA;AT;AUSTRIA;Wien AKH-Dach;01/11/1986;23/12/1997;Background;;urban;;Wide street: L/H > 1.5;16.347792;48.220833;270;WIEN;;90001;Wien;no
AT9BELG;09BELG;AT;AUSTRIA;Wien Belgradplatz;01/02/1977;;Traffic;;urban;;Wide street: L/H > 1.5;16.363068;48.175003;220;WIEN;;90001;Wien;no
AT90FLO;09FLO;AT;AUSTRIA;Wien Floridsdorf Gerichtsgasse;01/02/1988;;Traffic;;urban;;Wide street: L/H > 1.5;16.396955;48.260834;155;WIEN;;90001;Wien;no
AT9GAUD;09GAUD;AT;AUSTRIA;Wien Gaudenzdorf;01/04/1977;;Traffic;;urban;;Wide street: L/H > 1.5;16.340561;48.187778;175;WIEN;;90001;Wien;no
AT9JAEG;09JAEG;AT;AUSTRIA;Wien Hermannskogel;01/06/1988;;Background;suburban;suburban;near city;Wide street: L/H > 1.5;16.298903;48.271111;520;WIEN;;90001;Wien;no
AT90MBA;09MBA;AT;AUSTRIA;Wien Hietzinger Kai;01/10/1980;;Traffic;;urban;;Wide street: L/H > 1.5;16.301964;48.188889;195;WIEN;;90001;Wien;no
AT900ZA;09ZA;AT;AUSTRIA;Wien Hohe Warte - Zentralanstalt für Meteorologie und Geodyn;01/01/1973;;Background;urban;urban;;Wide street: L/H > 1.5;16.357784;48.249168;207;WIEN;;90001;Wien;no
AT900KE;09KE;AT;AUSTRIA;Wien Kaiserebersdorf;01/03/1977;;Industrial;;suburban;;Highway: average speed vehicles > 80 km/h;16.475565;48.156944;155;WIEN;;90001;Wien;no
AT9KEND;09KEND;AT;AUSTRIA;Wien Kendlerstraße;01/04/1977;;Traffic;;urban;;Canyon street: L/H < 1.5;16.310564;48.205555;230;WIEN;;90001;Wien;no
AT90LAA;09LAA;AT;AUSTRIA;Wien Laaer Berg;01/10/1986;;Background;suburban;urban;;Wide street: L/H > 1.5;16.392786;48.161392;250;WIEN;;90001;Wien;no
AT9LIES;09LIES;AT;AUSTRIA;Wien Liesing;01/10/1974;;Traffic;;suburban;;Wide street: L/H > 1.5;16.296677;48.138058;215;WIEN;;90001;Wien;no
AT90LOB;09LOB;AT;AUSTRIA;Wien Lobau - Grundwasserwerk;01/01/1986;;Background;suburban;suburban;near city;Unknown;16.526674;48.162502;150;WIEN;;90001;Wien;no
AT9RINN;09RINN;AT;AUSTRIA;Wien Rinnböckstraße;01/06/1987;;Traffic;;urban;;Highway: average speed vehicles > 80 km/h;16.407784;48.185001;160;WIEN;;90001;Wien;no
AT9SCHA;09SCHA;AT;AUSTRIA;Wien Schafbergbad;01/08/1977;;Background;;suburban;;Canyon street: L/H < 1.5;16.303057;48.235832;320;WIEN;;90001;Wien;no
AT9STAD;09STAD;AT;AUSTRIA;Wien Stadlau;01/01/1984;;Background;;urban;;Canyon street: L/H < 1.5;16.460566;48.228058;155;WIEN;;90001;Wien;no
AT9STEF;09STEF;AT;AUSTRIA;Wien Stephansplatz;01/01/1975;;Background;urban;urban;;Wide street: L/H > 1.5;16.373894;48.208889;173;WIEN;;90001;Wien;no
AT90TAB;09TAB;AT;AUSTRIA;Wien Taborstrasse;01/09/1977;;Traffic;;urban;;Canyon street: L/H < 1.5;16.381958;48.218056;160;WIEN;;90001;Wien;no
AT90AKC;09AKC;AT;AUSTRIA;Wien Währinger Gürtel AKH;01/11/1986;;Traffic;;urban;;Wide street: L/H > 1.5;16.345844;48.219166;185;WIEN;;90001;Wien;no
AT31413;31413;AT;AUSTRIA;Wiener Neudorf;04/06/2008;;Traffic;;suburban;;Highway: average speed vehicles > 80 km/h;16.330278;48.083889;219;WIENER NEUDORF;;31725;Wiener Neudorf;no
AT32401;32401;AT;AUSTRIA;Wiener Neustadt - Neuklosterwiese;01/10/1984;;Background;suburban;suburban;;Unknown;16.255003;47.814167;265;WIENER NEUSTADT;;30401;Wiener Neustadt;no
AT32101;32101;AT;AUSTRIA;Wiesmath;01/11/1992;;Background;rural;rural;regional;;16.293064;47.608334;738;;;32335;Wiesmath;no
AT60154;O6154;AT;AUSTRIA;Wildon;01/01/1985;01/02/2000;Background;;rural;;Unknown;15.508061;46.887501;314;;;;;no
AT2WO15;02WO15;AT;AUSTRIA;Wolfsberg Hauptschule;31/10/1990;;Traffic;urban;urban;;Canyon street: L/H < 1.5;14.844174;46.835278;440;WOLFSBERG;;20923;Wolfsberg;no
AT30403;30403;AT;AUSTRIA;Wolkersdorf;01/03/1989;;Background;rural;rural;near city;Unknown;16.522228;48.392223;190;WOLKERSDORF;;31655;Wolkersdorf im Weinviertel;no
AT72530;72530;AT;AUSTRIA;Wörgl;01/04/1986;;Traffic;;suburban;;Unknown;12.067509;47.489166;510;WÖRGL;;70531;Wörgl;no
AT55018;55018;AT;AUSTRIA;Zederhaus A10;24/02/2000;;Traffic;rural;rural;;Highway: average speed vehicles > 80 km/h;13.505003;47.154167;1205;;;50515;Zederhaus;no
AT56071;56071;AT;AUSTRIA;Zell am See Krankenhaus;01/05/1993;;Background;rural;rural;regional;Unknown;12.813903;47.339443;770;ZELL AM SEE;;50628;Zell am See;no
AT56065;56065;AT;AUSTRIA;Zell am See Schloßplatz;01/10/1996;16/01/1998;Traffic;;rural;;Canyon street: L/H < 1.5;12.796956;47.325832;785;ZELL AM SEE;;;;no
AT60114;6114;AT;AUSTRIA;Zeltweg;01/12/1982;;Background;;suburban;;Unknown;14.753336;47.192501;675;ZELTWEG;;60824;Zeltweg;no
AT30701;30701;AT;AUSTRIA;Ziersdorf;10/08/2004;;Background;rural;rural;regional;;15.942786;48.528889;230;;;;;no
AT72807;72807;AT;AUSTRIA;Zillertaler Alpen;01/04/1984;09/11/2010;Background;rural background;rural;remote;;11.869725;47.136944;1970;;;;;no
AT31902;31902;AT;AUSTRIA;Zwentendorf;01/01/1983;;Background;;rural;;Unknown;15.909175;48.328331;200;;;32141;Zwentendorf an der Donau;no
AT0ZOE2;10ZOE2;AT;AUSTRIA;Zöbelboden - Reichraminger Hintergebirge;01/07/1995;;Background;rural background;rural;remote;;14.441395;47.838612;899;;;41512;Reichraming;yes
BA0004A;;BA;BOSNIA - HERZEGOVINA;BANJA LUKA - MS;04/01/1974;;Background;;urban;;;17.196676;44.796944;153;BANJA LUKA;;;;no
BA0033A;BL;BA;BOSNIA - HERZEGOVINA;BANJA LUKA -AUTOMATSKA STANICA;10/01/2001;;Background;;urban;;;17.196110;44.796944;153;BANJA LUKA;;;;no
BA0034A;;BA;BOSNIA - HERZEGOVINA;BANJA LUKA-AUTOMATSKA STANICA;10/01/2001;;Background;;urban;;;17.196667;44.796944;153;BANJA LUKA;;;;no
BA0016A;;BA;BOSNIA - HERZEGOVINA;BIHAC - MS;04/01/1984;;Background;;urban;;;15.893620;44.826664;246;BIHAC;;;;no
BA0015A;;BA;BOSNIA - HERZEGOVINA;BIJELJINA - MS;04/01/1984;;Background;;urban;;;19.270836;44.795277;90;BIJELJINA;;;;no
BA0017A;;BA;BOSNIA - HERZEGOVINA;DRVAR - MS;04/01/1984;;Background;;urban;;;16.394733;44.370277;485;DRVAR;;;;no
BA0001G;14650;BA;BOSNIA - HERZEGOVINA;IVAN SEDLO;09/01/2005;;Background;;rural;remote;;18.020281;43.778332;970;;;;;yes
BA0011A;;BA;BOSNIA - HERZEGOVINA;JAJCE - MS;04/01/1982;;Background;;urban;;;17.267508;44.350277;431;JAJCE;;;;no
BA0007A;;BA;BOSNIA - HERZEGOVINA;MOSTAR - MS;04/01/1975;;Background;;urban;;;17.792786;43.350555;99;MOSTAR;;;;no
BA0020A;PR;BA;BOSNIA - HERZEGOVINA;PRIJEDOR;04/01/1984;;Background;;urban;;;16.732792;44.986946;135;PRIJEDOR;;;;no
BA0018A;;BA;BOSNIA - HERZEGOVINA;S.MOST - MS;04/01/1984;;Background;;urban;;;16.683613;44.772499;158;SANSKI MOST;;;;no
BA0035A;SA-AL;BA;BOSNIA - HERZEGOVINA;SARAJEVO ALIPASINA;12/01/2008;;Background;;urban;;Unknown;18.413610;43.856388;520;SARAJEVO;;;;no
BA0001A;01-f�vr;BA;BOSNIA - HERZEGOVINA;SARAJEVO-BJ;01/01/1974;;Background;;urban;;;18.423061;43.867496;630;SARAJEVO;;;;no
BA0029A;;BA;BOSNIA - HERZEGOVINA;SARAJEVO-BJ-AUTOMAT;10/01/2001;;Background;urban;urban;;;18.423061;43.867496;630;SARAJEVO;;;;no
BA0027A;02-f�vr;BA;BOSNIA - HERZEGOVINA;SARAJEVO-BP;01/01/1998;;Background;;suburban;;;18.334455;43.852776;630;SARAJEVO;;;;no
BA0030A;;BA;BOSNIA - HERZEGOVINA;SARAJEVO-NSAR;12/01/2000;;Background;;urban;;;18.386391;43.853333;630;SARAJEVO;;;;no
BA0031A;;BA;BOSNIA - HERZEGOVINA;SKVER - MS1;01/01/2004;;Traffic;;urban;;Wide street: L/H > 1.5;18.673338;44.540554;220;TUZLA;;;;no
BA0019A;TE;BA;BOSNIA - HERZEGOVINA;TERMOELEKTRANA - MS;04/01/1984;;Industrial;;rural;;;18.968069;44.685001;173;UGLJEVIK;;;;no
BA0009A;;BA;BOSNIA - HERZEGOVINA;TUZLA  - MS;04/01/1981;;Background;;urban;;;18.693340;44.558056;305;TUZLA;;;;no
BA0032A;;BA;BOSNIA - HERZEGOVINA;TUZLA1 - MS2;01/01/2004;;Traffic;;suburban;;Wide street: L/H > 1.5;18.661678;44.534721;210;TUZLA;;;;no
BA0012A;;BA;BOSNIA - HERZEGOVINA;VARES - KULA B;04/01/1982;;Industrial;;urban;;;18.328901;44.164722;823;VARES;;;;no
BA0003A;;BA;BOSNIA - HERZEGOVINA;ZENICA - MS;04/01/1974;;Industrial;;urban;;;17.887781;44.217777;345;ZENICA;;;;no
BEMAT01;00AT01;BE;BELGIUM;00AT01 - ANTWERPEN;11/04/2008;30/11/2008;Industrial;;urban;;;4.396211;51.197620;7;ANTWERPEN;;;;no
BEMBE01;00BE01;BE;BELGIUM;00BE01 - BEERSE;01/08/1979;;Industrial;;suburban;;;4.820047;51.324501;29;BEERSE;;;;no
BEMBE02;00BE02;BE;BELGIUM;00BE02 - BEERSE;01/08/1979;;Industrial;;suburban;;;4.801531;51.332619;29;BEERSE;;;;no
BEMBE06;00BE06;BE;BELGIUM;00BE06 - BEERSE;01/01/2002;;Industrial;;suburban;;;4.817711;51.329193;32;BEERSE;;;;no
BEMBE07;00BE07;BE;BELGIUM;00BE07 - BEERSE;11/06/2005;;Industrial;;suburban;;;4.820458;51.325588;35;BEERSE;;;;no
BEMBE08;00BE08;BE;BELGIUM;00BE08 - BEERSE;25/01/2006;;Industrial;;suburban;;;4.823100;51.321281;29;BEERSE;;;;no
BEMBE09;00BE09;BE;BELGIUM;00BE09 - BEERSE;20/12/2007;;Industrial;;suburban;;;4.788753;51.326900;31;BEERSE;;;;no
BEMBE10;00BE10;BE;BELGIUM;00BE10 - BEERSE;03/04/2008;14/07/2008;Industrial;;suburban;;;4.805172;51.321556;29;BEERSE;;;;no
BEMBE11;00BE11;BE;BELGIUM;00BE11 - BEERSE;03/04/2008;14/07/2008;Industrial;;suburban;;;4.824506;51.328675;31;BEERSE;;;;no
BEMBE15;00BE15;BE;BELGIUM;00BE15 - BEERSE;02/09/2011;;Industrial;;suburban;;;4.822739;51.322722;28;BEERSE;;;;no
BEMEK03;00EK03;BE;BELGIUM;00EK03 - EKSEL;01/02/2007;;Background;;rural;;;5.363797;51.125137;65;EKSEL;;;;no
BEMGK02;00GK02;BE;BELGIUM;00GK02 - GENK;01/02/1975;;Industrial;;suburban;;;5.517372;50.937019;75;GENK;;;;no
BEMGK03;00GK03;BE;BELGIUM;00GK03 - GENK;18/02/2006;;Industrial;;suburban;;;5.506403;50.931221;83;GENK;;;;no
BEMGK04;00GK04;BE;BELGIUM;00GK04 - GENK;22/03/2006;;Industrial;;suburban;;;5.516800;50.932850;83;00GK04;;;;no
BEMGK05;00GK05;BE;BELGIUM;00GK05 - GENK;28/03/2006;;Industrial;;suburban;;;5.525538;50.941044;83;GENK;;;;no
BEMGK06;00GK06;BE;BELGIUM;00GK06 - GENK;31/03/2006;06/07/2008;Industrial;;suburban;;;5.469322;50.928440;83;GENK;;;;no
BEMGK07;00GK07;BE;BELGIUM;00GK07 - GENK;04/04/2006;;Industrial;;suburban;;;5.501561;50.898647;83;GENK;;;;no
BEMGK08;00GK08;BE;BELGIUM;00GK08 - GENK;28/03/2006;;Industrial;;suburban;;;5.556484;50.927971;83;GENK;;;;no
BEMGK10;00GK10;BE;BELGIUM;00GK10 - GENK;03/04/2008;06/07/2008;Industrial;;suburban;;;5.484492;50.922725;45;GENK;;;;no
